230	текст	текст	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dp1979m-words#@dp1979m#299.999#300.3
231	и	и	CCONJ	_	_	_	_	_	@dp1979m-words#@dp1979m#300.3#300.601
232	решили	решить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dp1979m-words#@dp1979m#300.601#300.902
233	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#300.902#301.203
234	а	а	CCONJ	_	_	_	_	_	@dp1979m-words#@dp1979m#301.203#301.504
235	/	/	PUNCT	_	_	_	_	_	@dp1979m-words#@dp1979m#301.504#301.805
236	так	так	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#301.805#302.13
237	нормально	нормально	ADV	_	Degree=Pos	_	_	_	@dp1979m-words#@dp1979m#302.21#302.91
238	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#28.46#29.01
239	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#30.71#30.92
240	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#30.92#31.13
241	что	что	PRON	_	Case=Acc	_	_	_	@dtp1985m-words#@dtp1985m#31.13#31.34
242	делаем	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#31.34#31.55
243	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#31.55#31.76
244	те	тот	DET	_	Case=Acc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#31.85#32.132
245	задания	задание	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#32.132#32.414
246	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#32.414#32.696
247	которые	который	PRON	_	Case=Nom	_	_	_	@dtp1985m-words#@dtp1985m#32.696#32.978
248	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#32.978#33.26
249	дает	давать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#33.26#33.542
250	Паша	Паша	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#33.542#33.824
251	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#33.824#34.106
252	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#34.106#34.388
253	же	же	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#34.388#34.67
254	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#34.67#34.952
255	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#34.952#35.234
256	э	эра	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#35.234#35.516
257	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#35.516#35.798
258	придумывает	придумывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#35.798#36.08
259	криативная	криативный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#36.08#36.362
260	группа	группа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#36.362#36.644
261	заранее	заранее	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#36.644#36.93
262	но	но	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#36.93#37.272
263	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#37.272#37.614
264	об	о	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#37.614#37.956
265	этих	этот	DET	_	Case=Loc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#37.956#38.298
266	заданиях	задание	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#38.298#38.64
267	узнаем	узнать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#38.64#38.982
268	вот	вот	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#38.982#39.324
269	прямо	прямо	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#39.324#39.67
270	в	в	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#39.67#39.91
271	режиме	режим	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#39.91#40.15
272	реального	реальный	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#40.15#40.39
273	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#40.39#40.63
274	времени	время	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#40.63#40.87
275	на	на	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#40.87#41.11
276	сцене	сцена	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#41.11#41.35
277	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#41.35#41.59
278	от	от	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#41.59#41.83
279	Паши	Паша	DET	_	Case=Acc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#41.83#42.07
280	Воли	воль	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#42.07#42.31
281	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#42.31#42.55
282	но	но	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#49.49#49.69
283	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#49.69#49.89
284	же	же	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#49.89#50.09
285	не	не	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#50.09#50.29
286	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#50.29#50.49
287	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@dtp1985m-words#@dtp1985m#53.91#54.131
288	не	не	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#54.131#54.352
289	получал	получать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#54.352#54.573
290	эти	этот	DET	_	Case=Acc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#54.573#54.794
291	вопросы	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#54.794#55.015
292	?	?	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#55.015#55.24
293	и	и	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#55.82#56.006
294	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#56.006#56.192
295	не	не	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#56.192#56.378
296	получал	получать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#56.378#56.564
297	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#56.564#56.75
298	возможно	возможно	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#57.95#58.247
299	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#58.247#58.544
300	эээ	эээ	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#58.544#58.841
301	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#58.841#59.138
302	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@dtp1985m-words#@dtp1985m#59.138#59.435
303	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#59.435#59.732
304	захотел	хотеть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#59.732#60.029
305	увидеть	видеть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#60.029#60.326
306	заранее	заранее	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#60.326#60.623
307	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#60.623#60.92
308	наверное	наверное	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#60.92#61.217
309	речь	речь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#61.217#61.514
310	идет	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#61.514#61.811
311	о	о	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#61.811#62.108
312	каких-то	какой-то	DET	_	Case=Loc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#62.108#62.405
313	наших	наш	DET	_	Case=Loc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#62.405#62.702
314	креативних	креативний	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#62.702#62.999
315	продюссерах	продюссер	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#62.999#63.296
316	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#63.296#63.593
317	администраторах	администратор	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#63.593#63.89
318	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#63.89#64.2
319	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@dtp1985m-words#@dtp1985m#64.2#64.471
320	например	например	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#64.471#64.742
321	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@dtp1985m-words#@dtp1985m#64.742#65.013
322	не	не	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#65.013#65.284
323	спросили	спросить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#65.284#65.555
324	то,	то	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#65.555#65.826
325	чего	что	PRON	_	Case=Gen	_	_	_	@dtp1985m-words#@dtp1985m#65.826#66.097
326	нельзя	нельзя	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#66.097#66.368
327	спрашивать	спрашивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#66.368#66.64
328	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#66.64#66.843
329	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#66.843#67.046
330	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#67.046#67.249
331	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#67.249#67.452
332	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#67.452#67.655
333	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#67.655#67.86
334	у	у	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#68.54#68.764
335	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#68.764#68.988
336	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#68.988#69.212
337	ничего	ничто	PRON	_	Case=Gen	_	_	_	@dtp1985m-words#@dtp1985m#69.212#69.436
338	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#69.436#69.66
339	но	но	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#69.66#69.884
340	вдруг	вдруг	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#69.884#70.108
341	бы	бы	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#70.108#70.332
342	пришел	прийти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#70.332#70.556
343	Арсений	Арсений	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#70.556#70.78
344	да	да	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#73.6#73.856
345	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#73.856#74.112
346	и	и	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#74.112#74.368
347	тогда	тогда	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#74.368#74.624
348	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#74.624#74.88
349	бы	бы	AUX	_	_	_	_	_	@dtp1985m-words#@dtp1985m#74.88#75.136
350	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#75.136#75.392
351	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#75.392#75.648
352	вопросов	вопрос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#75.648#75.904
353	пятьдеся	пятьдйся	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#75.904#76.16
354	выпадало	выпадать	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#76.16#76.416
355	из	из	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#76.416#76.672
356	этого	этот	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#76.672#76.928
357	списка	список	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#76.928#77.184
358	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#77.184#77.44
359	и	и	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#77.44#77.696
360	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#77.696#77.952
361	наверное	наверное	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#77.952#78.208
362	решили	решить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#78.208#78.464
363	согласовать	согласовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#78.464#78.72
364	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#78.72#78.976
365	но	но	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#78.976#79.232
366	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#79.232#79.488
367	ничего	ничто	PRON	_	Case=Gen	_	_	_	@dtp1985m-words#@dtp1985m#79.488#79.744
368	не	не	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#79.744#80.0
369	видели	видеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#80.0#80.26
370	что	что	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#80.52#80.872
371	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@dtp1985m-words#@dtp1985m#80.872#81.224
372	вот	вот	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#81.224#81.576
373	будешь	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#81.576#81.928
374	спрашивать	спрашивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#81.928#82.28
375	эм	эм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#87.71#87.99
376	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#89.33#89.67
377	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#89.67#90.01
378	но	но	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#91.95#92.78
379	Арсений	Арсений	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#92.78#93.61
380	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#96.91#97.275
381	же	же	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#97.275#97.64
382	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#97.64#98.005
383	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#98.005#98.37
384	Арсений	Арсение	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#98.37#98.735
385	же	же	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#98.735#99.1
386	из	из	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#99.1#99.465
387	Санкт-Петербурга	Санкт-Петербург	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#99.465#99.83
388	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#99.83#100.195
389	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#100.195#100.56
390	тайна	тайна	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#100.56#100.925
391	на	на	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#100.925#101.29
392	тайне	тайна	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#101.29#101.655
393	и	и	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#101.655#102.02
394	тайной	тайна	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#102.02#102.385
395	погоняй	погонять	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#102.385#102.75
396	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#102.75#103.115
397	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#103.115#103.48
398	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#103.48#103.845
399	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#103.845#104.21
400	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#104.21#104.575
401	пытается	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#104.575#104.94
402	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#104.94#105.305
403	таким	такой	DET	_	Case=Ins|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#105.305#105.67
404	таинственным	таинственный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#105.67#106.05
405	но	но	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#109.0#109.237
406	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#109.237#109.474
407	думает	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#109.474#109.711
408	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#109.711#109.948
409	что	что	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#109.948#110.185
410	получается	получаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#110.185#110.422
411	очень	очень	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#154.97#155.39
412	мало	мало	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#155.39#155.81
413	ну	ну	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#157.63#158.42
414	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#159.89#160.154
415	за	за	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#160.154#160.418
416	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#160.418#160.682
417	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#160.682#160.946
418	за	за	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#160.946#161.21
419	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#161.21#161.474
420	съемочный	съемочный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#161.474#161.738
421	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#161.738#162.002
422	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#162.002#162.266
423	какие-то	какой-то	DET	_	Case=Nom|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#162.266#162.53
424	игры	игра	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#162.53#162.794
425	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#162.794#163.058
426	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#163.058#163.322
427	бывают	бывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#163.322#163.586
428	даже	даже	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#163.586#163.85
429	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#163.85#164.114
430	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#164.114#164.378
431	и	и	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#164.378#164.642
432	получились	получиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#164.642#164.906
433	ну	ну	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#164.906#165.17
434	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#165.17#165.434
435	например	например	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#165.434#165.698
436	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#165.698#165.962
437	чуть	чуть	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#165.962#166.226
438	хуже	плохой	ADV	_	Degree=Cmp	_	_	_	@dtp1985m-words#@dtp1985m#166.226#166.49
439	чем	чем	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#166.49#166.754
440	другие	другой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#166.754#167.03
441	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#167.03#167.297
442	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#167.297#167.564
443	не	не	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#167.564#167.831
444	входят	входить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#167.831#168.098
445	в	в	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#168.098#168.365
446	эфир	эфир	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#168.365#168.632
447	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#168.632#168.899
448	но	но	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#168.899#169.166
449	отрицать	отрицать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#169.166#169.433
